entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit
2024-01-01 09:50:00,2024-01-01 10:25:00,21750,CE,2024-01-04 00:00:00,118.7,109.10551855769437,-1,-719.5861081729226,-8.082966674225473,111.22953058653826,114.84791427125724,3963550.0,-21450.0,4068900.0
2024-01-02 10:30:00,2024-01-02 10:45:00,21600,PE,2024-01-04 00:00:00,81.7,100.03500000000001,-1,1375.1250000000007,22.441860465116285,58.89083408249895,69.64661964819565,6566700.0,-382750.0,5501600.0
2024-01-03 12:30:00,2024-01-03 12:55:00,21500,PE,2024-01-04 00:00:00,54.15,40.6125,-1,-1015.3125000000001,-25.000000000000007,43.58238589548964,44.278723569673645,8848700.0,-214750.0,9791300.0
2024-01-08 10:30:00,2024-01-08 10:45:00,21700,CE,2024-01-11 00:00:00,103.25,97.93540661891416,-1,-398.5945035814382,-5.147305938097668,101.22328442166517,103.08990170412017,8696350.0,-363450.0,8014200.0
2024-01-09 10:20:00,2024-01-09 10:55:00,21700,CE,2024-01-11 00:00:00,79.85,93.465,-1,1021.1250000000007,17.050720100187867,68.5488249277597,76.63273948120064,9827450.0,-111950.0,8454800.0
2024-01-10 10:50:00,2024-01-10 10:55:00,21500,PE,2024-01-11 00:00:00,71.4,67.36752976874564,-1,-302.4352673440774,-5.647717410720398,71.02092608459155,70.91318923025857,11166700.0,-11850.0,10747750.0
2024-01-12 13:45:00,2024-01-12 14:50:00,21900,CE,2024-01-18 00:00:00,146.85,165.69,-1,1413.0000000000002,12.829417773238,105.02039389748495,117.43273070424088,5741600.0,-4100.0,5407700.0
2024-01-15 10:10:00,2024-01-15 10:50:00,22000,PE,2024-01-18 00:00:00,111.5,106.2,-1,-397.4999999999998,-4.753363228699549,108.12907137620259,108.43046192175912,5822150.0,-32000.0,6589350.0
2024-01-16 12:10:00,2024-01-16 12:55:00,22050,PE,2024-01-18 00:00:00,90.4,89.50500000000001,-1,-67.1249999999997,-0.9900442477876062,86.81206492607026,87.46453039394979,5283300.0,-4250.0,4722900.0
2024-01-17 10:45:00,2024-01-17 11:15:00,21700,PE,2024-01-18 00:00:00,59.85,58.35,-1,-112.5,-2.506265664160401,50.8013243541287,52.15615706353618,6474050.0,-269250.0,6962450.0
2024-01-18 09:55:00,2024-01-18 10:05:00,21300,PE,2024-01-18 00:00:00,50.35,44.7,-1,-423.7499999999999,-11.221449851042697,29.553722575018455,35.547436352175104,11823150.0,-413850.0,17042900.0
