entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit
2024-01-01 09:50:00,2024-01-01 10:25:00,21750,CE,2024-01-04 00:00:00,124.4,101.0,-1,-1755.0000000000005,-18.810289389067528,112.97357709411378,114.08347740860128,3660650.0,-302900.0,4068900.0
2024-01-02 10:30:00,2024-01-02 10:45:00,21600,PE,2024-01-04 00:00:00,83.9,100.03500000000001,-1,1210.1250000000005,19.23122765196663,61.63327270226266,71.41813863461013,6333100.0,-233600.0,5501600.0
2024-01-03 10:45:00,2024-01-03 11:05:00,21550,PE,2024-01-04 00:00:00,67.15,57.85,-1,-697.5000000000003,-13.849590469099038,62.83331330722923,62.65399541327666,4479700.0,-194250.0,4786350.0
2024-01-04 10:15:00,2024-01-04 10:40:00,21650,CE,2024-01-04 00:00:00,22.3,21.25,-1,-78.75000000000006,-4.708520179372201,17.641449941366854,18.70000906181662,22260950.0,-85600.0,25873750.0
2024-01-05 12:20:00,2024-01-05 12:45:00,21700,CE,2024-01-11 00:00:00,134.3,121.7,-1,-945.0000000000007,-9.381980640357414,129.6017156985891,129.2444302711965,8509950.0,-15550.0,8482650.0
2024-01-08 10:30:00,2024-01-08 10:45:00,21700,CE,2024-01-11 00:00:00,120.1,94.2,-1,-1942.4999999999993,-21.565362198168188,102.4590578896435,102.4111099601753,8546450.0,-149900.0,8014200.0
2024-01-09 10:20:00,2024-01-09 14:00:00,21700,CE,2024-01-11 00:00:00,86.35,76.6,-1,-731.25,-11.29125651418645,70.74355500241265,85.06257523935565,9248500.0,-578950.0,9395450.0
2024-01-10 12:55:00,2024-01-10 13:55:00,21500,PE,2024-01-11 00:00:00,75.65,65.4,-1,-768.75,-13.549239920687375,69.3426239379922,69.73469182376084,10322600.0,-40800.0,10231750.0
2024-01-12 10:30:00,2024-01-12 11:10:00,21850,CE,2024-01-18 00:00:00,127.0,130.95,-1,296.24999999999915,3.110236220472432,107.40880311067622,116.76832636098055,2343250.0,127000.0,2720750.0
2024-01-15 10:05:00,2024-01-15 10:50:00,22000,PE,2024-01-18 00:00:00,111.5,106.2,-1,-397.4999999999998,-4.753363228699549,108.4559755105243,108.55834134007787,5822150.0,-32000.0,6589350.0
2024-01-16 12:10:00,2024-01-16 13:45:00,22050,PE,2024-01-18 00:00:00,86.6,121.005,-1,2580.375,39.72863741339492,86.98485298623446,94.3925228202819,5136800.0,-146500.0,2474000.0
2024-01-17 10:45:00,2024-01-17 12:20:00,21700,PE,2024-01-18 00:00:00,58.0,107.91000000000001,-1,3743.250000000001,86.05172413793105,51.10968280221399,67.97013505665618,6689250.0,215200.0,5475600.0
2024-01-18 09:55:00,2024-01-18 10:05:00,21300,PE,2024-01-18 00:00:00,61.2,45.900000000000006,-1,-1147.4999999999998,-24.999999999999993,34.64102596117652,35.0723272073924,12942400.0,1119250.0,17042900.0
2024-01-19 11:00:00,2024-01-19 11:35:00,21600,PE,2024-01-25 00:00:00,131.25,145.57500000000002,-1,1074.3750000000014,10.914285714285727,126.28246963829004,134.0174776815728,5431800.0,32700.0,5379450.0
2024-01-24 12:10:00,2024-01-24 12:20:00,21250,PE,2024-01-25 00:00:00,99.3,76.45,-1,-1713.7499999999995,-23.011077542799594,83.2036909696541,83.52091803797843,3952600.0,128650.0,4202750.0
2024-01-25 10:30:00,2024-01-25 10:50:00,21300,PE,2024-01-25 00:00:00,62.65,60.35,-1,-172.49999999999977,-3.671189146049477,42.59719498228999,46.55859306518565,10483300.0,314600.0,12156900.0
2024-01-29 09:45:00,2024-01-29 14:55:00,21550,CE,2024-02-01 00:00:00,234.35,295.65,-1,4597.499999999999,26.157456795391504,218.57330048711265,251.22827117170132,1376300.0,54050.0,721850.0
2024-02-01 10:10:00,2024-02-01 10:30:00,21800,CE,2024-02-01 00:00:00,77.55,78.0,-1,33.75000000000021,0.5802707930367541,72.62069162576717,73.13050975776981,14108950.0,500850.0,16314250.0
2024-02-02 10:10:00,2024-02-02 12:25:00,21950,CE,2024-02-08 00:00:00,187.1,253.57500000000002,-1,4985.625000000002,35.529128808124014,173.0524095375816,191.67370597629295,1968350.0,37150.0,1070950.0
2024-02-05 09:55:00,2024-02-05 10:15:00,22000,CE,2024-02-08 00:00:00,136.55,121.05,-1,-1162.5000000000011,-11.351153423654349,117.87229637380942,117.65202066000064,5853600.0,557600.0,6680200.0
2024-02-06 10:30:00,2024-02-06 10:45:00,21800,PE,2024-02-08 00:00:00,143.6,127.5,-1,-1207.4999999999995,-11.211699164345399,137.26865454645073,136.75150290531028,5669450.0,-415250.0,6006950.0
2024-02-09 10:15:00,2024-02-09 10:30:00,21750,CE,2024-02-15 00:00:00,184.15,167.3,-1,-1263.7499999999995,-9.150149334781425,178.08118401663046,177.63753109413014,2013150.0,2000.0,2160150.0
2024-02-12 10:00:00,2024-02-12 11:15:00,21700,PE,2024-02-15 00:00:00,119.25,118.85,-1,-30.000000000000426,-0.3354297693920383,112.32162741189472,125.14699039313118,5219200.0,-46050.0,5386900.0
2024-02-13 10:35:00,2024-02-13 11:45:00,21750,CE,2024-02-15 00:00:00,103.4,92.75,-1,-798.7500000000005,-10.299806576402325,90.36887126614137,100.05573221045375,3168400.0,46050.0,3251800.0
2024-02-15 10:15:00,2024-02-15 10:30:00,21900,CE,2024-02-15 00:00:00,54.7,41.025000000000006,-1,-1025.6249999999998,-24.999999999999993,43.8247252382664,44.16911728373764,14647750.0,-463000.0,16880350.0
2024-02-16 10:40:00,2024-02-16 11:30:00,22050,CE,2024-02-22 00:00:00,173.5,170.9,-1,-194.99999999999957,-1.498559077809795,160.61651557358937,162.86673992521722,1640800.0,18350.0,1829250.0
2024-02-19 10:15:00,2024-02-19 11:35:00,22100,CE,2024-02-22 00:00:00,120.75,157.905,-1,2786.625,30.770186335403725,119.69331759504084,135.2409004662911,6924850.0,-66850.0,5330600.0
2024-02-20 11:25:00,2024-02-20 12:20:00,22150,CE,2024-02-22 00:00:00,104.2,123.12000000000002,-1,1419.0000000000011,18.157389635316715,94.87509341231726,101.95016897213847,4441700.0,143800.0,3674150.0
2024-02-21 10:10:00,2024-02-21 10:15:00,22250,CE,2024-02-22 00:00:00,69.75,69.75,-1,0.0,0.0,80.8923868499169,80.0779317739462,4200650.0,59900.0,4426150.0
2024-02-22 10:05:00,2024-02-22 10:20:00,21900,PE,2024-02-22 00:00:00,64.7,69.25,-1,341.2499999999998,7.032457496136008,40.22281554031773,45.416474236010956,9472600.0,278450.0,9754500.0
2024-02-23 10:35:00,2024-02-23 10:55:00,22200,PE,2024-02-29 00:00:00,141.1,119.65,-1,-1608.749999999999,-15.201984408221112,130.74935938611836,130.33198308658774,5497250.0,33750.0,5685300.0
2024-02-26 14:00:00,2024-02-26 14:40:00,22200,CE,2024-02-29 00:00:00,123.25,109.2,-1,-1053.7499999999998,-11.399594320486813,121.19977283472004,121.2970621648263,8558650.0,49050.0,8121500.0
2024-02-27 10:10:00,2024-02-27 10:50:00,22100,PE,2024-02-29 00:00:00,122.35,109.7,-1,-948.7499999999993,-10.339190845933791,114.88497924071083,115.64300860507394,7448950.0,54400.0,7166150.0
2024-02-28 09:45:00,2024-02-28 09:55:00,22250,CE,2024-02-29 00:00:00,72.25,65.75,-1,-487.5,-8.996539792387544,74.13537442633823,72.10769155367775,5304100.0,149150.0,5612800.0
2024-02-29 10:30:00,2024-02-29 10:45:00,21900,PE,2024-02-29 00:00:00,86.8,65.1,-1,-1627.5000000000002,-25.000000000000007,64.82916701665259,65.58330465031726,7595050.0,119200.0,8490600.0
2024-03-02 09:55:00,2024-03-04 09:25:00,22450,CE,2024-03-07 00:00:00,120.0,124.95,-1,371.2500000000002,4.125000000000003,123.26913203657661,123.8578885400314,1216200.0,-14900.0,1771550.0
2024-03-04 10:25:00,2024-03-04 10:55:00,22450,CE,2024-03-07 00:00:00,121.9,107.0,-1,-1117.5000000000005,-12.223133716160792,116.4211503596198,116.57157876575886,2208950.0,-24650.0,2323850.0
2024-03-05 11:55:00,2024-03-05 12:15:00,22350,CE,2024-03-07 00:00:00,96.45,87.0,-1,-708.7500000000002,-9.797822706065322,92.94478606859155,92.83341914936267,3916550.0,-27800.0,3924750.0
2024-03-06 09:45:00,2024-03-06 09:55:00,22400,CE,2024-03-07 00:00:00,57.1,49.7,-1,-554.9999999999999,-12.959719789842378,55.334914698174394,54.205053979030176,7515600.0,-480800.0,7827950.0
2024-03-07 10:05:00,2024-03-07 10:10:00,22500,CE,2024-03-07 00:00:00,36.85,36.85,-1,0.0,0.0,39.723454187174084,39.552247653691495,21815400.0,-1418900.0,22276450.0
2024-03-11 10:05:00,2024-03-11 11:05:00,22450,PE,2024-03-14 00:00:00,114.3,118.35,-1,303.7499999999998,3.543307086614171,111.31209756990263,116.48321927579849,2387900.0,113400.0,2616350.0
2024-03-12 10:55:00,2024-03-12 11:15:00,22300,PE,2024-03-14 00:00:00,76.15,63.8,-1,-926.2500000000007,-16.217990807616555,67.7866574975125,67.66760723458158,4736450.0,-120200.0,5190400.0
2024-03-13 09:35:00,2024-03-13 09:50:00,22300,PE,2024-03-14 00:00:00,74.45,69.75,-1,-352.5000000000002,-6.312961719274685,63.51822615805456,66.16177908006716,5334150.0,391950.0,6326250.0
2024-03-14 10:45:00,2024-03-14 11:05:00,22100,CE,2024-03-14 00:00:00,39.75,30.9,-1,-663.7500000000001,-22.26415094339623,32.32478383869081,33.60617089369698,17202550.0,1026750.0,17687600.0
2024-03-15 09:45:00,2024-03-15 10:10:00,22000,PE,2024-03-21 00:00:00,152.65,155.9,-1,243.75,2.1290533901080906,124.8509652530162,137.85959238331003,4328450.0,207850.0,4813600.0
2024-03-18 10:20:00,2024-03-18 11:10:00,22050,CE,2024-03-21 00:00:00,126.25,113.85,-1,-930.0000000000005,-9.821782178217827,121.38675469964313,120.59766776330909,2672250.0,76650.0,2712950.0
2024-03-19 10:25:00,2024-03-19 12:35:00,21850,PE,2024-03-21 00:00:00,115.3,96.45,-1,-1413.7499999999995,-16.348655680832604,93.27293931693988,104.24335229370125,2544000.0,86650.0,2571400.0
2024-03-20 10:05:00,2024-03-20 11:40:00,21800,PE,2024-03-21 00:00:00,97.45,84.0,-1,-1008.7500000000002,-13.801949717804005,73.21865470197409,88.65762123181538,6249450.0,499950.0,6666000.0
2024-03-26 11:25:00,2024-03-26 12:15:00,22050,CE,2024-03-28 00:00:00,141.5,125.45,-1,-1203.7499999999998,-11.34275618374558,135.31118312098604,135.66118710258874,3763600.0,-15600.0,3756000.0
2024-03-27 10:05:00,2024-03-27 10:50:00,22150,CE,2024-03-28 00:00:00,116.4,101.4,-1,-1125.0,-12.886597938144329,87.95494985256433,93.24290615057002,4352100.0,-125150.0,4750050.0
2024-03-28 10:40:00,2024-03-28 11:50:00,22350,CE,2024-03-28 00:00:00,67.25,55.55,-1,-877.5000000000002,-17.39776951672863,36.26271195173656,41.603494639306234,13542300.0,-72050.0,15006950.0
2024-04-04 12:50:00,2024-04-04 13:00:00,22500,CE,2024-04-04 00:00:00,33.95,25.462500000000002,-1,-636.5625,-25.0,26.118153103033674,26.100087368821303,24451050.0,254550.0,25393500.0
2024-04-09 09:50:00,2024-04-09 10:10:00,22750,CE,2024-04-10 00:00:00,84.6,84.0,-1,-44.999999999999574,-0.7092198581560216,68.28247491933878,72.25018608454356,3850900.0,34950.0,4394650.0
2024-04-10 13:25:00,2024-04-10 13:30:00,22750,CE,2024-04-10 00:00:00,12.15,12.15,-1,0.0,0.0,15.886049056832787,15.729483453693963,15825600.0,-1086700.0,16487450.0
2024-04-12 11:20:00,2024-04-12 12:20:00,22700,CE,2024-04-18 00:00:00,116.65,88.15,-1,-2137.5,-24.4320617231033,111.00267078701854,109.42220787637623,8004150.0,-310600.0,8112300.0
2024-04-15 13:10:00,2024-04-15 13:30:00,22300,PE,2024-04-18 00:00:00,84.35,74.85,-1,-712.5,-11.26259632483699,79.15294671637054,79.09249566870926,7630450.0,122700.0,7985800.0
2024-04-16 12:00:00,2024-04-16 13:00:00,22150,PE,2024-04-18 00:00:00,77.7,89.055,-1,851.6250000000003,14.61389961389962,73.89719469437279,78.86927011497848,3927500.0,-370400.0,3411800.0
2024-04-18 09:45:00,2024-04-18 10:00:00,22200,PE,2024-04-18 00:00:00,71.3,53.474999999999994,-1,-1336.8750000000002,-25.000000000000007,45.298350425160244,46.393455129691006,14025750.0,-1748150.0,16245100.0
2024-04-19 10:50:00,2024-04-19 11:25:00,21850,PE,2024-04-25 00:00:00,165.8,151.7,-1,-1057.5000000000018,-8.504221954161654,164.69998227802333,163.30966119211374,2674800.0,10950.0,2877200.0
2024-04-22 10:35:00,2024-04-22 10:45:00,22200,PE,2024-04-25 00:00:00,120.2,114.4,-1,-434.9999999999998,-4.82529118136439,123.70192025999867,123.23269995105368,5481800.0,91650.0,5415650.0
2024-04-23 10:45:00,2024-04-23 11:20:00,22350,PE,2024-04-25 00:00:00,97.85,80.35,-1,-1312.5,-17.884517118037813,87.98593902867087,88.48354233108023,3548200.0,136900.0,3817550.0
2024-04-24 09:50:00,2024-04-24 10:25:00,22450,CE,2024-04-25 00:00:00,73.25,76.2,-1,221.25000000000023,4.027303754266216,62.62277108443108,68.34705200390643,4574550.0,-234900.0,4913400.0
2024-04-25 11:00:00,2024-04-25 11:05:00,22350,PE,2024-04-25 00:00:00,34.65,34.65,-1,0.0,0.0,37.9143632978616,36.827537392650704,11080150.0,863600.0,11545500.0
2024-04-30 10:30:00,2024-04-30 11:50:00,22750,CE,2024-05-02 00:00:00,87.1,81.9,-1,-389.99999999999915,-5.97014925373133,80.00273850781915,83.80211230938778,4104050.0,44600.0,4570925.0
2024-05-03 10:50:00,2024-05-03 11:20:00,22600,PE,2024-05-09 00:00:00,112.55,138.6,-1,1953.7499999999998,23.145268769435802,92.39808271503036,105.25231610303267,3974300.0,70775.0,4048725.0
2024-05-06 10:20:00,2024-05-06 10:40:00,22450,PE,2024-05-09 00:00:00,121.0,100.15,-1,-1563.7499999999995,-17.231404958677683,112.73708007421585,111.64917275835849,2222650.0,24450.0,2227650.0
2024-05-07 10:10:00,2024-05-07 11:00:00,22400,PE,2024-05-09 00:00:00,114.85,151.02,-1,2712.7500000000014,31.493252067914685,101.74319083302552,118.57731655706311,4939375.0,224550.0,3983975.0
2024-05-08 11:25:00,2024-05-08 11:35:00,22300,CE,2024-05-09 00:00:00,78.9,73.05,-1,-438.7500000000006,-7.414448669201532,77.11104555303488,77.09954074217242,6913525.0,-17950.0,7253550.0
2024-05-09 10:25:00,2024-05-09 10:40:00,22150,PE,2024-05-09 00:00:00,72.6,67.4,-1,-389.99999999999915,-7.162534435261693,45.953860305016505,49.308185762557386,7547075.0,47150.0,8695875.0
2024-05-10 10:50:00,2024-05-10 11:20:00,22050,PE,2024-05-16 00:00:00,161.15,131.7,-1,-2208.7500000000014,-18.274899162271186,141.6814281499925,142.92040077075518,1423825.0,-76425.0,1485950.0
2024-05-13 10:30:00,2024-05-13 11:00:00,21850,PE,2024-05-16 00:00:00,137.8,125.5,-1,-922.5000000000009,-8.925979680696669,128.9127284544083,131.9352544609103,1896350.0,54875.0,1871375.0
2024-05-14 10:50:00,2024-05-14 13:20:00,22150,CE,2024-05-16 00:00:00,101.55,142.785,-1,3092.625,40.60561299852289,105.53149932647925,116.30521571813814,3394300.0,66425.0,1944400.0
2024-05-15 10:05:00,2024-05-15 11:05:00,22200,PE,2024-05-16 00:00:00,113.05,84.7875,-1,-2119.6875,-25.000000000000007,78.17939755726879,91.47673362317897,5127050.0,-309350.0,6180250.0
2024-05-16 09:55:00,2024-05-16 10:35:00,22250,PE,2024-05-16 00:00:00,77.15,112.995,-1,2688.375,46.46143875567076,65.17274414967983,75.60365935153149,6527925.0,539975.0,4831600.0
2024-05-17 10:10:00,2024-05-17 10:35:00,22450,CE,2024-05-23 00:00:00,125.3,143.5,-1,1365.0000000000002,14.52513966480447,124.80930797869094,132.08664282884934,1731800.0,21475.0,1988350.0
2024-05-18 11:30:00,2024-05-21 09:30:00,22500,CE,2024-05-23 00:00:00,120.25,111.95,-1,-622.4999999999998,-6.9022869022869,117.67654316869567,118.13886474166074,5011800.0,8600.0,6020325.0
2024-05-21 11:05:00,2024-05-21 12:30:00,22500,CE,2024-05-23 00:00:00,115.5,129.42000000000002,-1,1044.0000000000011,12.051948051948065,108.07939533995393,116.86590070080615,8349475.0,-154125.0,7363750.0
2024-05-22 10:05:00,2024-05-22 11:00:00,22600,CE,2024-05-23 00:00:00,61.0,69.345,-1,625.8749999999999,13.680327868852457,63.57521944018098,64.91086741834988,5813500.0,-158100.0,5980625.0
2024-05-23 10:30:00,2024-05-23 10:45:00,22700,CE,2024-05-23 00:00:00,73.3,55.65,-1,-1323.75,-24.079126875852662,61.845979682220424,61.82366942400275,13008700.0,598125.0,14349575.0
2024-05-24 11:00:00,2024-05-24 14:50:00,23000,CE,2024-05-30 00:00:00,175.8,161.35,-1,-1083.7500000000014,-8.219567690557462,167.73298613465496,173.70915146557488,7476150.0,90400.0,7711925.0
2024-05-27 10:35:00,2024-05-27 13:00:00,23000,CE,2024-05-30 00:00:00,164.15,219.96,-1,4185.75,33.99939080109656,159.05958658695434,179.87318488111393,9142150.0,-103800.0,6143925.0
2024-05-28 10:05:00,2024-05-28 10:20:00,22950,PE,2024-05-30 00:00:00,121.9,99.6,-1,-1672.500000000001,-18.29368334700575,108.5468317435765,107.76999621015459,3057250.0,-62050.0,3119225.0
2024-05-29 10:10:00,2024-05-29 10:50:00,22750,PE,2024-05-30 00:00:00,87.75,96.15,-1,630.0000000000005,9.57264957264958,73.38514996180335,84.49383798916767,2755850.0,120875.0,3211500.0
2024-05-31 13:25:00,2024-05-31 13:55:00,22600,CE,2024-06-06 00:00:00,392.0,425.4,-1,2504.999999999998,8.5204081632653,393.9191430594817,397.6834362088498,1987325.0,-18925.0,2230250.0
2024-06-03 11:30:00,2024-06-03 14:55:00,23200,CE,2024-06-06 00:00:00,283.3,343.6,-1,4522.500000000001,21.284857042004944,285.4186645010407,302.3727106469395,3720925.0,50225.0,3197875.0
2024-06-04 10:50:00,2024-06-04 11:25:00,22550,PE,2024-06-06 00:00:00,526.75,706.5,-1,13481.25,34.12434741338396,378.8211867182667,401.9514350065961,372175.0,-33850.0,241950.0
2024-06-06 11:05:00,2024-06-06 11:25:00,22900,CE,2024-06-06 00:00:00,73.85,65.95,-1,-592.4999999999993,-10.697359512525379,59.566334628000156,60.58024092741695,10170575.0,629400.0,11371125.0
2024-06-10 10:35:00,2024-06-10 10:40:00,23400,CE,2024-06-13 00:00:00,149.1,149.1,-1,0.0,0.0,160.95827183418848,160.7609418322277,4189750.0,73375.0,4183950.0
2024-06-11 10:45:00,2024-06-11 14:15:00,23350,CE,2024-06-13 00:00:00,124.45,116.6,-1,-588.7500000000007,-6.307754118119734,116.30145107522493,126.08422552786233,2482050.0,75750.0,2336875.0
2024-06-12 13:55:00,2024-06-12 14:45:00,23350,PE,2024-06-13 00:00:00,93.65,78.25,-1,-1155.0000000000005,-16.444207154297924,77.04781326128052,81.5098759138301,2898525.0,129075.0,3206850.0
2024-06-14 10:05:00,2024-06-14 10:25:00,23450,CE,2024-06-20 00:00:00,130.3,127.2,-1,-232.50000000000063,-2.37912509593247,105.43788719394286,111.65231864046885,1611325.0,-32350.0,1889900.0
2024-06-19 10:00:00,2024-06-19 10:35:00,23550,PE,2024-06-20 00:00:00,75.45,144.94500000000002,-1,5212.125000000002,92.10735586481115,69.27111044965478,89.43976983175124,3801550.0,-200.0,2035200.0
2024-06-21 14:05:00,2024-06-21 14:20:00,23600,CE,2024-06-27 00:00:00,118.75,105.7,-1,-978.7499999999998,-10.989473684210523,112.94104287802327,112.39365501726647,6227900.0,-478550.0,6322400.0
2024-06-25 09:50:00,2024-06-25 10:05:00,23650,CE,2024-06-27 00:00:00,80.5,72.6,-1,-592.5000000000005,-9.813664596273298,80.22751856224356,79.23473238514812,2394775.0,62125.0,2522875.0
2024-06-26 10:20:00,2024-06-26 10:35:00,23750,CE,2024-06-27 00:00:00,73.65,72.75,-1,-67.50000000000043,-1.221995926680252,71.23302269735868,71.81139524650867,3718675.0,83450.0,4226075.0
2024-06-27 09:40:00,2024-06-27 09:55:00,23850,CE,2024-06-27 00:00:00,63.1,70.3,-1,539.9999999999997,11.41045958795562,61.067765088667834,67.77722666526118,9901300.0,456100.0,9398525.0
2024-06-28 10:40:00,2024-06-28 11:30:00,24150,CE,2024-07-04 00:00:00,170.0,153.6,-1,-1230.0000000000005,-9.647058823529415,161.82215371514684,162.48847319568992,2291400.0,125.0,2516475.0
2024-07-02 10:40:00,2024-07-02 11:40:00,24150,CE,2024-07-04 00:00:00,116.0,132.88500000000002,-1,1266.3750000000014,14.556034482758637,118.51468099025647,124.58280934098654,4489375.0,78900.0,3625850.0
2024-07-03 09:50:00,2024-07-03 10:05:00,24300,CE,2024-07-04 00:00:00,102.6,92.05,-1,-791.2499999999998,-10.282651072124754,77.13119235791865,80.17851758645644,5448850.0,201425.0,6790600.0
2024-07-04 10:30:00,2024-07-04 10:45:00,24300,PE,2024-07-04 00:00:00,38.2,28.650000000000002,-1,-716.25,-25.0,26.710453180216746,28.475414578122983,14212975.0,-288325.0,14772575.0
2024-07-05 09:45:00,2024-07-05 09:55:00,24250,CE,2024-07-11 00:00:00,120.7,106.9,-1,-1034.9999999999998,-11.433305716652855,122.90588756572825,120.37642842915378,1524900.0,86500.0,1657375.0
2024-07-08 11:15:00,2024-07-08 11:35:00,24250,PE,2024-07-11 00:00:00,91.1,83.4,-1,-577.4999999999991,-8.452250274423697,88.44439455717155,88.45960638761171,2041850.0,94150.0,2217950.0
2024-07-09 10:05:00,2024-07-09 10:20:00,24400,CE,2024-07-11 00:00:00,84.1,80.8,-1,-247.49999999999977,-3.923900118906061,85.07298494096797,84.53992967770694,5084850.0,109600.0,5843250.0
2024-07-10 10:15:00,2024-07-10 11:00:00,24300,PE,2024-07-11 00:00:00,57.45,144.13500000000002,-1,6501.375000000001,150.88772845953005,45.63127102528778,84.99738433064509,6420150.0,257400.0,3760725.0
2024-07-12 11:55:00,2024-07-12 13:35:00,24550,CE,2024-07-18 00:00:00,103.9,133.0,-1,2182.4999999999995,28.00769971126082,95.58998891746444,103.04402299645146,1451300.0,2325.0,1651275.0
2024-07-15 10:15:00,2024-07-15 14:55:00,24600,CE,2024-07-18 00:00:00,96.9,102.1,-1,389.99999999999915,5.366357069143435,91.43760180414469,101.94956926568095,5091800.0,171475.0,5303325.0
2024-07-16 09:40:00,2024-07-16 09:55:00,24650,CE,2024-07-18 00:00:00,82.2,75.5,-1,-502.5000000000002,-8.150851581508519,78.13986670571757,78.71253688908085,2795875.0,120125.0,3226800.0
2024-07-18 11:05:00,2024-07-18 11:10:00,24550,PE,2024-07-18 00:00:00,27.15,27.15,-1,0.0,0.0,28.735048406205326,30.340170908063918,10947200.0,110300.0,9888900.0
2024-07-22 12:45:00,2024-07-22 13:30:00,24450,PE,2024-07-25 00:00:00,197.1,186.5,-1,-794.9999999999995,-5.3779807204464705,197.74602465824356,197.13246089086587,1172025.0,-37725.0,1173175.0
2024-07-24 09:45:00,2024-07-24 10:00:00,24400,PE,2024-07-25 00:00:00,136.0,102.0,-1,-2550.0,-25.0,102.80091084219437,102.43960663722851,5346375.0,386825.0,5444100.0
2024-07-25 11:45:00,2024-07-25 12:40:00,24350,CE,2024-07-25 00:00:00,29.4,39.915,-1,788.625,35.76530612244898,23.25325103393551,27.435962218962594,13177150.0,-4625.0,11200425.0
2024-07-26 11:35:00,2024-07-26 14:00:00,24650,CE,2024-08-01 00:00:00,147.65,256.27500000000003,-1,8146.875000000002,73.56925160853372,122.71712724654736,150.12894556453935,1693900.0,12325.0,1298950.0
2024-07-29 10:55:00,2024-07-29 12:20:00,24900,CE,2024-08-01 00:00:00,154.45,115.83749999999999,-1,-2895.9375,-25.0,130.531771832506,139.95896046780132,4961775.0,-252475.0,3750675.0
2024-07-30 10:50:00,2024-07-30 11:25:00,24950,CE,2024-08-01 00:00:00,91.9,103.75,-1,888.7499999999995,12.89445048966267,75.27377623786096,86.26194324655643,2372375.0,25200.0,2660075.0
