entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2025-12-30 11:15:25,2025-12-30 11:17:13,25900.0,PUT,2025-12-30,20.5,17.45,75,-228.75,-14.878048780487807,19.442656536853892,19.115850745924355,38216850,-1.551236796905641,38617875,VWAP Stop (>5% below VWAP)
