entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2025-12-29 13:40:31,2025-12-29 13:55:29,25900.0,PUT,2025-12-30,36.8,26.45,75,-776.25,-28.125,29.21885052994909,29.441944144086897,14440350,-8.017389642652399,15833775,Stop Loss (25%)
