entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2025-12-31 10:30:25,2025-12-31 14:15:00,26050.0,CALL,2026-01-06,107.4,193.0,75,6420.0,79.7020484171322,106.28,194.53738749119054,7215845,-70.75657805842559,2104895,EOD Exit
