entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2026-01-05 15:15:27,2026-01-05 15:26:08,26250.0,PUT,2026-01-06,65.25,61.6,75,-273.75,-5.59386973180076,56.988176627925284,65.02097126774167,10933845,-12.896744009083715,8765120,VWAP Stop (>5% below VWAP)
