entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2026-01-01 13:05:31,2026-01-01 13:22:17,26200.0,CALL,2026-01-06,67.7,62.55,75,-386.25,-7.6070901033973515,67.09424289980674,66.97640440523107,15235545,-0.4548466007542554,15288195,VWAP Stop (>5% below VWAP)
