entry_time,exit_time,broker,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2026-01-23 11:45:27,2026-01-23 12:16:47,zerodha,25200.0,PUT,2026-01-27,86.5,87.9,65,91.0,1.6184971098266,82.92084021029267,97.31070453384581,14627470,4.0450946062442705,15644460,Trailing Stop (10%)
