entry_time,exit_time,strike,option_type,expiry,entry_price,exit_price,size,pnl,pnl_pct,vwap_at_entry,vwap_at_exit,oi_at_entry,oi_change_at_entry,oi_at_exit,exit_reason
2025-12-29 10:45:00,2025-12-29 14:25:30,23900.0,PE,2025-12-29,18.5,23.2,75,352.5,25.405405405405407,17.85,20.15,42567800,-2.35,43125600,Trailing Stop (10%)
